domain,combined_score,category,category_label,pc1_score,llm_score,iffy_tier,sources
alz.org,0.7411,4,Moderately High,0.6617,0.9000,,pc1+llm
alzheimers.news,0.6139,4,Moderately High,0.6139,,,pc1
ama-assn.org,0.9169,5,High,0.9004,0.9500,,pc1+llm
amac.us,0.4587,3,Mixed,0.4587,,,pc1
amarillo.com,0.8196,5,High,0.8793,0.7000,,pc1+llm
amarillogazette.com,0.4529,3,Mixed,0.4529,,,pc1
ambassadorlove.wordpress.com,0.3588,2,Low,0.3588,,,pc1
ambientebio.it,0.3297,2,Low,0.3297,,,pc1
ameli.fr,0.7456,4,Moderately High,0.6685,0.9000,,pc1+llm
amelioretasante.com,0.4561,3,Mixed,0.4561,,,pc1
america.cgtn.com,0.2397,2,Low,0.1846,,4,pc1+iffy
americablog.com,0.5756,3,Mixed,0.5756,,,pc1
americadaily.com,0.3140,2,Low,0.3140,,,pc1
americafans.com,0.2165,2,Low,0.2165,,,pc1
americafirstpolicy.com,0.4309,3,Mixed,0.4309,,,pc1
americafirstprojects.com,0.3969,2,Low,0.3969,,,pc1
americamagazine.org,0.8030,5,High,0.8046,0.8000,,pc1+llm
americamaxnews.com,0.1856,1,Very Low,0.1856,,,pc1
americanactionforum.org,0.7516,4,Moderately High,0.7775,0.7000,,pc1+llm
americanactionnews.com,0.3115,2,Low,0.2980,0.3000,4,pc1+llm+iffy
americanaffairsjournal.org,0.7608,4,Moderately High,0.7912,0.7000,,pc1+llm
americanborderpatrol.com,0.3477,2,Low,0.4216,0.2000,,pc1+llm
americanbridgepac.org,0.5424,3,Mixed,0.6136,0.4000,,pc1+llm
americancatholictribune.com,0.5800,3,Mixed,0.6950,,4,pc1+iffy
americanconsequences.com,0.5683,3,Mixed,0.5525,0.6000,,pc1+llm
americanconservativeherald.com,0.5225,3,Mixed,0.5225,,,pc1
americanconservativemedia.com,0.3128,2,Low,0.3128,,,pc1
americanconservativemovement.com,0.1831,1,Very Low,0.1997,,2,pc1+iffy
americanconservatives.today,0.6305,4,Moderately High,0.6305,,,pc1
americandailypatriot.com,0.6497,4,Moderately High,0.6497,,,pc1
americandigitalnews.com,0.2044,2,Low,0.1317,,4,pc1+iffy
americanexperiment.org,0.6311,4,Moderately High,0.6467,0.6000,,pc1+llm
americanfirearms.org,0.8172,5,High,0.8172,,,pc1
americanflare.com,0.2732,2,Low,0.2732,,,pc1
americanflavor.news,0.2438,2,Low,0.2438,,,pc1
americanfreedomblog.com,0.6541,4,Moderately High,0.6541,,,pc1
americanfreepress.net,0.1692,1,Very Low,0.1633,0.2000,2,pc1+llm+iffy
americangulag.org,0.2028,2,Low,0.2791,,1,pc1+iffy
americanheritage.com,0.8141,5,High,0.8712,0.7000,,pc1+llm
americanimmigrationcouncil.org,0.7998,4,Moderately High,0.7996,0.8000,,pc1+llm
americanindependent.com,0.6013,4,Moderately High,0.6020,0.6000,,pc1+llm
americanjournaldaily.com,0.3864,2,Low,0.3864,,,pc1
americanjournalreview.com,0.1086,1,Very Low,0.0878,,2,pc1+iffy
americankabuki.blogspot.com,0.2539,2,Low,0.2539,,,pc1
americanlens.com,0.5906,3,Mixed,0.5906,,,pc1
americanlibertyemail.com,0.4617,3,Mixed,0.6175,,2,pc1+iffy
americanlibertyreport.com,0.4811,3,Mixed,0.4811,,,pc1
americanlookout.com,0.2338,2,Low,0.2426,0.3000,2,pc1+llm+iffy
americanmilitarynews.com,0.7370,4,Moderately High,0.8056,0.6000,,pc1+llm
americanmind.org,0.5563,3,Mixed,0.6344,0.4000,,pc1+llm
americannews.com,0.2135,2,Low,0.2135,,,pc1
americannews.pro,0.4427,3,Mixed,0.4427,,,pc1
americannewsx.com,0.6934,4,Moderately High,0.6934,,,pc1
americanoverlook.com,0.2164,2,Low,0.2164,,,pc1
americanoversight.org,0.6498,4,Moderately High,0.6247,0.7000,,pc1+llm
americanpartisan.org,0.4803,3,Mixed,0.6455,,2,pc1+iffy
americanpatriotdaily.com,0.2010,2,Low,0.2265,,2,pc1+iffy
americanpeopledaily.com,0.2015,2,Low,0.2273,,2,pc1+iffy
americanpeoplenetwork.com,0.1312,1,Very Low,0.1312,,,pc1
americanpharmacynews.com,0.3617,2,Low,0.3675,,4,pc1+iffy
americanpolicy.org,0.2614,2,Low,0.2979,0.3000,2,pc1+llm+iffy
americanpoliticnews.co,0.2463,2,Low,0.2463,,,pc1
americanpoliticnews.com,0.6229,4,Moderately High,0.6229,,,pc1
americanpregnancy.org,0.6721,4,Moderately High,0.6081,0.8000,,pc1+llm
americanpresident.co,0.1423,1,Very Low,0.1423,,,pc1
americanpress.com,0.6133,4,Moderately High,0.6133,,,pc1
americanpressinstitute.org,0.9067,5,High,0.9101,0.9000,,pc1+llm
americanprides.com,0.2268,2,Low,0.2268,,,pc1
americanprinciplesproject.org,0.2077,2,Low,0.2365,,2,pc1+iffy
americanprogress.org,0.6564,4,Moderately High,0.6346,0.7000,,pc1+llm
americanpurpose.com,0.6487,4,Moderately High,0.6487,,,pc1
americanreviewer.com,0.2531,2,Low,0.2531,,,pc1
americansarepissed.com,0.2627,2,Low,0.2627,,,pc1
americanscientist.org,0.9336,5,High,0.9504,0.9000,,pc1+llm
americansecuritynews.com,0.5213,3,Mixed,0.6069,,4,pc1+iffy
americansforprosperity.org,0.5699,3,Mixed,0.5548,0.6000,,pc1+llm
americansfortruth.com,0.1422,1,Very Low,0.1595,0.2000,1,pc1+llm+iffy
americanthinker.com,0.1888,1,Very Low,0.1525,0.3000,2,pc1+llm+iffy
americantoday.news,0.4761,3,Mixed,0.4761,,,pc1
americantoday.us,0.2164,2,Low,0.2164,,,pc1
americantruepatriots.com,0.5809,3,Mixed,0.5809,,,pc1
americantruthtoday.com,0.2069,2,Low,0.2354,,2,pc1+iffy
americanupdate.com,0.4552,3,Mixed,0.5328,0.3000,,pc1+llm
americanwirenews.com,0.5117,3,Mixed,0.6676,0.2000,,pc1+llm
americaoutloud.com,0.3955,2,Low,0.5660,0.3000,2,pc1+llm+iffy
americarisingpac.org,0.6136,4,Moderately High,0.6136,,,pc1
americasfreedomfighters.com,0.2057,2,Low,0.2365,0.2000,2,pc1+llm+iffy
americasfrontlinedoctors.com,0.1820,1,Very Low,0.1729,0.2000,,pc1+llm
americasfrontlinedoctors.org,0.2374,2,Low,0.2998,0.2000,2,pc1+llm+iffy
americasfrontlinedoctorsummit.com,0.2865,2,Low,0.3297,0.2000,,pc1+llm
americaslastlineofdefense.com,0.2533,2,Low,0.3300,0.1000,,pc1+llm
americaslastlineofdefense.org,0.3460,2,Low,0.3460,,,pc1
americasnewest.com,0.2539,2,Low,0.2539,,,pc1
americasnewssource.com,0.0754,1,Very Low,0.0880,,1,pc1+iffy
americasquarterly.org,0.8273,5,High,0.8410,0.8000,,pc1+llm
americasvoice.news,0.4242,3,Mixed,0.4863,0.3000,,pc1+llm
americasvoice.org,0.4680,3,Mixed,0.4680,,,pc1
americatalks.com,0.1668,1,Very Low,0.1668,,,pc1
americatheawesome.com,0.5236,3,Mixed,0.5236,,,pc1
americauncensored.com,0.5885,3,Mixed,0.5885,,,pc1
americauncensored.net,0.5126,3,Mixed,0.5126,,,pc1
americonnews.com,0.6073,4,Moderately High,0.6073,,,pc1
americustimesrecorder.com,0.5664,3,Mixed,0.5664,,,pc1
amestoday.com,0.3604,2,Low,0.3656,,4,pc1+iffy
amestrib.com,0.7400,4,Moderately High,0.7400,,,pc1
amg-news.com,0.2269,2,Low,0.3789,0.1000,1,pc1+llm+iffy
amgreatness.com,0.3588,2,Low,0.3883,0.3000,,pc1+llm
amic.ru,0.3500,2,Low,,,4,iffy
amica.it,0.7344,4,Moderately High,0.7344,,,pc1
amimagazine.org,0.6877,4,Moderately High,0.6877,,,pc1
amityunderground.com,0.3457,2,Low,0.3457,,,pc1
ammoland.com,0.5506,3,Mixed,0.6259,0.4000,,pc1+llm
amnesty.org,0.8691,5,High,0.8536,0.9000,,pc1+llm
amnews.com,0.5644,3,Mixed,0.5644,,,pc1
amny.com,0.7947,4,Moderately High,0.8420,0.7000,,pc1+llm
amomama.com,0.6574,4,Moderately High,0.7860,0.4000,,pc1+llm
amoskeagtimes.com,0.3500,2,Low,,,4,iffy
amp.businessinsider.com,0.7059,4,Moderately High,0.7059,,,pc1
amplifyingglass.com,0.4416,3,Mixed,0.4416,,,pc1
amposts.com,0.2463,2,Low,0.2463,,,pc1
amren.com,0.2177,2,Low,0.3103,0.1000,2,pc1+llm+iffy
amsterdamnews.com,0.6998,4,Moderately High,0.6997,0.7000,,pc1+llm
amtrib.com,0.7058,4,Moderately High,0.7058,,,pc1
amtvmedia.com,0.1589,1,Very Low,0.1633,,2,pc1+iffy
amusmentic.com,0.4874,3,Mixed,0.4874,,,pc1
analogpolitics.com,0.6071,4,Moderately High,0.6071,,,pc1
analyticalcannabis.com,0.6663,4,Moderately High,0.6663,,,pc1
analyzingamerica.org,0.3048,2,Low,0.3345,0.2000,4,pc1+llm+iffy
anchoragepress.com,0.6700,4,Moderately High,0.6550,0.7000,,pc1+llm
ancient-code.com,0.2218,2,Low,0.1686,0.2000,4,pc1+llm+iffy
ancient-origins.net,0.3437,2,Low,0.3125,0.4000,4,pc1+llm+iffy
andalusiastarnews.com,0.6729,4,Moderately High,0.6729,,,pc1
andersoninstitute.com,0.3827,2,Low,0.3990,,4,pc1+iffy
andersonreporter.com,0.4039,3,Mixed,0.4308,,4,pc1+iffy
andmagazine.com,0.3500,2,Low,,,4,iffy
andovertownsman.com,0.6723,4,Moderately High,0.6723,,,pc1
andreaskalcker.com,0.4667,3,Mixed,0.6000,0.2000,,pc1+llm
andrialive.it,0.7578,4,Moderately High,0.7578,,,pc1
andscape.com,0.7123,4,Moderately High,0.7123,,,pc1
anews-24.com,0.1604,1,Very Low,0.2156,,1,pc1+iffy
anews24.org,0.2374,2,Low,0.2374,,,pc1
anewspost.com,0.3086,2,Low,0.2879,,4,pc1+iffy
angelagrahamwest.org,0.6477,4,Moderately High,0.6477,,,pc1
angelusnews.com,0.5924,3,Mixed,0.5924,,,pc1
angolabusinessdaily.com,0.4140,3,Mixed,0.4140,,,pc1
angri80.it,0.5715,3,Mixed,0.5715,,,pc1
angryasianman.com,0.4879,3,Mixed,0.4879,,,pc1
angrypatriotmovement.com,0.2049,2,Low,0.2074,0.2000,,pc1+llm
angrywhitemen.org,0.5802,3,Mixed,0.5802,,,pc1
anguillesousroche.com,0.3037,2,Low,0.3037,,,pc1
angusreid.org,0.8161,5,High,0.8241,0.8000,,pc1+llm
anh-usa.org,0.2786,2,Low,0.1822,0.4000,4,pc1+llm+iffy
anhinternational.org,0.3500,2,Low,,,4,iffy
animeright.news,0.6917,4,Moderately High,0.6917,,,pc1
aninews.in,0.7162,4,Moderately High,0.7242,0.7000,,pc1+llm
anna-news.info,0.3433,2,Low,0.4150,0.2000,,pc1+llm
annals.org,0.7772,4,Moderately High,0.7158,0.9000,,pc1+llm
annarbortimes.com,0.4619,3,Mixed,0.5178,,4,pc1+iffy
anncoulter.com,0.5384,3,Mixed,0.6575,0.3000,,pc1+llm
annearundeltoday.com,0.5084,3,Mixed,0.5876,,4,pc1+iffy
annistonstar.com,0.7780,4,Moderately High,0.8169,0.7000,,pc1+llm
anno3000.altervista.org,0.4964,3,Mixed,0.4964,,,pc1
anokatimes.com,0.5465,3,Mixed,0.6448,,4,pc1+iffy
anokhilife.com,0.6781,4,Moderately High,0.6781,,,pc1
anonews.co,0.3856,2,Low,0.4961,0.2000,4,pc1+llm+iffy
anonhq.com,0.1824,1,Very Low,0.1899,0.3000,1,pc1+llm+iffy
anonjekloy.tk,0.2267,2,Low,0.2267,,,pc1
anonnews.co,0.2524,2,Low,0.2524,,,pc1
anonymousnews.org,0.7573,4,Moderately High,0.7573,,,pc1
anonymousnews.ru,0.4401,3,Mixed,0.5602,0.2000,,pc1+llm
anonymouswire.com,0.1500,1,Very Low,,,2,iffy
anotherdayintheempire.com,0.7091,4,Moderately High,0.7091,,,pc1
ansa.it,0.8542,5,High,0.8812,0.8000,,pc1+llm
ansage.org,0.6164,4,Moderately High,0.6164,,,pc1
ansamed.info,0.7141,4,Moderately High,0.7141,,,pc1
ansm.sante.fr,0.5485,3,Mixed,0.5485,,,pc1
answersingenesis.org,0.2165,2,Low,0.2248,0.2000,,pc1+llm
antelopevalleytoday.com,0.3691,2,Low,0.3786,,4,pc1+iffy
antenne.de,0.6380,4,Moderately High,0.6380,,,pc1
anthonyblogan.com,0.4916,3,Mixed,0.4916,,,pc1
anthropocenemagazine.org,0.8045,5,High,0.8318,0.7500,,pc1+llm
anti-spiegel.ru,0.5261,3,Mixed,0.6892,0.2000,,pc1+llm
antiagingscience.news,0.5903,3,Mixed,0.5903,,,pc1
anticancer.news,0.2447,2,Low,0.2447,,,pc1
anticatholicticket.com,0.7282,4,Moderately High,0.7282,,,pc1
antichrist.news,0.2557,2,Low,0.2557,,,pc1
antifa.news,0.4814,3,Mixed,0.4814,,,pc1
antifascistnews.net,0.4811,3,Mixed,0.4811,,,pc1
antifawatch.news,0.3121,2,Low,0.3121,,,pc1
antigojournal.com,0.6959,4,Moderately High,0.6959,,,pc1
antinews.com,0.2531,2,Low,0.2531,,,pc1
antioxidants.news,0.3371,2,Low,0.3371,,,pc1
antipresse.net,0.5554,3,Mixed,0.5554,,,pc1
antiwar.com,0.4301,3,Mixed,0.4451,0.4000,,pc1+llm
antoniusaquinas.wp.com,0.7091,4,Moderately High,0.7091,,,pc1
anx.media,0.5479,3,Mixed,0.5479,,,pc1
anyavien.com,0.2888,2,Low,0.4082,,1,pc1+iffy
aol.com,0.7495,4,Moderately High,0.7742,0.7000,,pc1+llm
aol.com/news,0.6239,4,Moderately High,0.6239,,,pc1
ap.org,0.7618,4,Moderately High,0.6926,0.9000,,pc1+llm
apa.org,0.9462,5,High,0.9443,0.9500,,pc1+llm
apalachtimes.com,0.6323,4,Moderately High,0.6323,,,pc1
apetiz.eu,0.7293,4,Moderately High,0.7293,,,pc1
apg-wi.com,0.7483,4,Moderately High,0.7483,,,pc1
aphapublications.org,0.8007,5,High,0.8007,,,pc1
aplus.com,0.5902,3,Mixed,0.5902,,,pc1
apmreports.org,0.8280,5,High,0.8169,0.8500,,pc1+llm
apnews.com,0.9654,5,High,0.9980,0.9000,,pc1+llm
apolut.net,0.3697,2,Low,0.3697,,,pc1
apopkatimes.com,0.3718,2,Low,0.3718,,,pc1
apost.com,0.2968,2,Low,0.2952,0.3000,,pc1+llm
apotheken-umschau.de,0.6717,4,Moderately High,0.6076,0.8000,,pc1+llm
app.com,0.8169,5,High,0.8169,,,pc1
app.thebl.com,0.4362,3,Mixed,0.4362,,,pc1
apparentpolitics.com,0.2929,2,Low,0.2929,,,pc1
appenninocamerte.info,0.5915,3,Mixed,0.5915,,,pc1
apple.com,0.6150,4,Moderately High,0.6150,,,pc1
appledaily.com,0.6542,4,Moderately High,0.6542,,,pc1
appunti2008.blogspot.it,0.4390,3,Mixed,0.4390,,,pc1
aprilamente.info,0.2463,2,Low,0.2463,,,pc1
aps.org,0.9231,5,High,0.9096,0.9500,,pc1+llm
apsa.org,0.8692,5,High,0.8538,0.9000,,pc1+llm
aptnnews.ca,0.8268,5,High,0.8403,0.8000,,pc1+llm
arabic.sputniknews.com,0.3603,2,Low,0.3603,,,pc1
arabnews.com,0.5043,3,Mixed,0.4837,0.7000,4,pc1+llm+iffy
arborpost.com,0.3916,2,Low,0.3916,,,pc1
arbusinessdaily.com,0.5753,3,Mixed,0.5753,,,pc1
arcamax.com,0.7606,4,Moderately High,0.7606,,,pc1
arcdigital.media,0.8712,5,High,0.8712,,,pc1
archaeology-world.com,0.2404,2,Low,0.1856,,4,pc1+iffy
archaeology.org,0.8920,5,High,0.8880,0.9000,,pc1+llm
arcmedia.org,0.4542,3,Mixed,0.4542,,,pc1
ardmoreite.com,0.7691,4,Moderately High,0.8036,0.7000,,pc1+llm
arenewsletter.com,0.7007,4,Moderately High,0.7007,,,pc1
areomagazine.com,0.7880,4,Moderately High,0.8320,0.7000,,pc1+llm
areyouasleep.com,0.2463,2,Low,0.2463,,,pc1
argusleader.com,0.7780,4,Moderately High,0.8169,0.7000,,pc1+llm
argusobserver.com,0.6689,4,Moderately High,0.6533,0.7000,,pc1+llm
arirang.com,0.8507,5,High,0.9261,0.7000,,pc1+llm
ariseohio.com,0.7397,4,Moderately High,0.7397,,,pc1
arizonadailyindependent.com,0.5422,3,Mixed,0.6633,0.3000,,pc1+llm
arizonaindependent.com,0.3500,2,Low,,,4,iffy
arizonanewspress24.site,0.3166,2,Low,0.3166,,,pc1
arizonasuntimes.com,0.3500,2,Low,,,4,iffy
arkansasonline.com,0.7780,4,Moderately High,0.8169,0.7000,,pc1+llm
arklatexhomepage.com,0.6576,4,Moderately High,0.6364,0.7000,,pc1+llm
arktimes.com,0.7697,4,Moderately High,0.8046,0.7000,,pc1+llm
armaghi.com,0.6153,4,Moderately High,0.6153,,,pc1
armeniasputnik.am,0.6388,4,Moderately High,0.8082,0.3000,,pc1+llm
armscontrol.org,0.8626,5,High,0.8689,0.8500,,pc1+llm
armstrongeconomics.com,0.5167,3,Mixed,0.6251,0.3000,,pc1+llm
armytimes.com,0.9039,5,High,0.9559,0.8000,,pc1+llm
armyusanews.com,0.3696,2,Low,0.3696,,,pc1
arnewsroom.com,0.2536,2,Low,0.2536,,,pc1
arnica.org.uk,0.5712,3,Mixed,0.5712,,,pc1
aroostooknews.com,0.3864,2,Low,0.3864,,,pc1
aroundthefoghorn.com,0.7095,4,Moderately High,0.7095,,,pc1
aroyalpain.com,0.7279,4,Moderately High,0.7279,,,pc1
arretsurimages.net,0.6513,4,Moderately High,0.6269,0.7000,,pc1+llm
arrowheadaddict.com,0.6143,4,Moderately High,0.5715,0.7000,,pc1+llm
arrowlakesnews.com,0.6954,4,Moderately High,0.6954,,,pc1
arstechnica.com,0.9142,5,High,0.9464,0.8500,,pc1+llm
arte.tv,0.8390,5,High,0.8336,0.8500,,pc1+llm
artifacts.news,0.4114,3,Mixed,0.4114,,,pc1
asahi.com,0.8003,5,High,0.7754,0.8500,,pc1+llm
asamericanasapplepie.org,0.2435,2,Low,0.2435,,,pc1
asamnews.com,0.5651,3,Mixed,0.5651,,,pc1
ascienceenthusiast.com,0.5835,3,Mixed,0.6752,0.4000,,pc1+llm
ashasexualhealth.org,0.6813,4,Moderately High,0.5719,0.9000,,pc1+llm
ashcroftcachecreekjournal.com,0.5174,3,Mixed,0.5174,,,pc1
ashepostandtimes.com,0.7219,4,Moderately High,0.7219,,,pc1
ashevillereporter.com,0.4173,3,Mixed,0.4510,,4,pc1+iffy
asia-pacificresearch.com,0.3089,2,Low,0.2883,,4,pc1+iffy
asia.nikkei.com,0.7184,4,Moderately High,0.7184,,,pc1
asian-voice.com,0.4830,3,Mixed,0.4830,,,pc1
asiancorrespondent.com,0.8318,5,High,0.8318,,,pc1
asianews.it,0.5185,3,Mixed,0.5185,,,pc1
asianexpress.co.uk,0.4071,3,Mixed,0.4071,,,pc1
asianimage.co.uk,0.7592,4,Moderately High,0.7592,,,pc1
asianjournal.com,0.5182,3,Mixed,0.5182,,,pc1
asianlite.com,0.5876,3,Mixed,0.5876,,,pc1
asiannews.it,0.4364,3,Mixed,0.4364,,,pc1
asiansunday.co.uk,0.5521,3,Mixed,0.5521,,,pc1
asiasentinel.com,0.6994,4,Moderately High,0.6994,,,pc1
asiatimes.com,0.6654,4,Moderately High,0.6981,0.6000,,pc1+llm
askanews.it,0.6065,4,Moderately High,0.5597,0.7000,,pc1+llm
askingangels.com,0.1790,1,Very Low,0.2435,,1,pc1+iffy
aspartame.news,0.3863,2,Low,0.3863,,,pc1
aspeniaonline.it,0.6548,4,Moderately High,0.6548,,,pc1
aspeninstitute.org,0.7549,4,Moderately High,0.6823,0.9000,,pc1+llm
aspentimes.com,0.7358,4,Moderately High,0.7538,0.7000,,pc1+llm
aspirereport.com,0.7030,4,Moderately High,0.7030,,,pc1
assassinationscience.com,0.1441,1,Very Low,0.1412,,2,pc1+iffy
assis.it,0.4724,3,Mixed,0.4724,,,pc1
associatedmediacoverage.com,0.2531,2,Low,0.2531,,,pc1
astaxanthin.news,0.4888,3,Mixed,0.4888,,,pc1
astronomy.com,0.8731,5,High,0.9096,0.8000,,pc1+llm
atavist.com,0.7310,4,Moderately High,0.7465,0.7000,,pc1+llm
athensmessenger.com,0.6890,4,Moderately High,0.6890,,,pc1
athensnews.com,0.5504,3,Mixed,0.5504,,,pc1
athensreporter.com,0.3238,2,Low,0.3108,,4,pc1+iffy
athensreview.com,0.6020,4,Moderately High,0.6020,,,pc1
atimes.com,0.7700,4,Moderately High,0.8550,0.6000,,pc1+llm
atlantablackstar.com,0.7455,4,Moderately High,0.8183,0.6000,,pc1+llm
atlantabusinessjournal.com,0.4851,3,Mixed,0.4851,,,pc1
atlantamagazine.com,0.7105,4,Moderately High,0.7157,0.7000,,pc1+llm
atlanticcotimes.com,0.5266,3,Mixed,0.6149,,4,pc1+iffy
atlanticcouncil.org,0.8170,5,High,0.7754,0.9000,,pc1+llm
atlanticmedia.com,0.8427,5,High,0.8427,,,pc1
atlantico.fr,0.4956,3,Mixed,0.3934,0.7000,,pc1+llm
atlanticoquotidiano.it,0.5951,3,Mixed,0.5951,,,pc1
atlasobscura.com,0.8137,5,High,0.8706,0.7000,,pc1+llm
atlbanana.com,0.4026,3,Mixed,0.4026,,,pc1
atlstandard.com,0.3082,2,Low,0.2874,,4,pc1+iffy
atmoreadvance.com,0.5796,3,Mixed,0.5796,,,pc1
atr.org,0.5572,3,Mixed,0.5357,0.6000,,pc1+llm
atrazine.news,0.3200,2,Low,0.3200,,,pc1
attaccomirato.com,0.2164,2,Low,0.2164,,,pc1
attackthesystem.com,0.4874,3,Mixed,0.5811,0.3000,,pc1+llm
attitude.co.uk,0.4820,3,Mixed,0.3731,0.7000,,pc1+llm
attiviamoci.org,0.2704,2,Low,0.2704,,,pc1
attivistam5snews.blogspot.it,0.2463,2,Low,0.2463,,,pc1
attivo.news,0.2438,2,Low,0.2438,,,pc1
attn.com,0.7593,4,Moderately High,0.7593,,,pc1
au.finance.yahoo.com,0.6959,4,Moderately High,0.6959,,,pc1
au.lifestyle.yahoo.com,0.6957,4,Moderately High,0.6957,,,pc1
au.news.yahoo.com,0.8406,5,High,0.8406,,,pc1
au.org,0.5678,3,Mixed,0.5678,,,pc1
au.sports.yahoo.com,0.4984,3,Mixed,0.4984,,,pc1
au.yahoo.com,0.6957,4,Moderately High,0.6957,,,pc1
aubedigitale.com,0.3245,2,Low,0.3245,,,pc1
auburn-reporter.com,0.7410,4,Moderately High,0.7410,,,pc1
auburnpub.com,0.8321,5,High,0.8982,0.7000,,pc1+llm
auburntimes.com,0.3082,2,Low,0.2874,,4,pc1+iffy
aufeminin.com,0.6846,4,Moderately High,0.7019,0.6500,,pc1+llm
augsburger-allgemeine.de,0.6522,4,Moderately High,0.5783,0.8000,,pc1+llm
augustachronicle.com,0.6312,4,Moderately High,0.5968,0.7000,,pc1+llm
augustarichmondherald.com,0.3500,2,Low,,,4,iffy
aurora-news.us,0.2438,2,Low,0.2438,,,pc1
auroraadvertiser.net,0.5174,3,Mixed,0.5174,,,pc1
aurorasito.wordpress.com,0.2438,2,Low,0.2438,,,pc1
austin360.com,0.6927,4,Moderately High,0.6891,0.7000,,pc1+llm
austinchronicle.com,0.6142,4,Moderately High,0.5713,0.7000,,pc1+llm
austindaily.pro,0.2562,2,Low,0.2562,,,pc1
austindailyherald.com,0.8413,5,High,0.8413,,,pc1
austintxnews.com,0.6449,4,Moderately High,0.6449,,,pc1
australianclimatesceptics.com,0.5019,3,Mixed,0.5019,,,pc1
australianmorningherald.com,0.2838,2,Low,0.2838,,,pc1
australiannationalreview.com,0.1693,1,Very Low,0.1636,0.2000,2,pc1+llm+iffy
australiaoneparty.com,0.1500,1,Very Low,,,2,iffy
autisminvestigated.com,0.1885,1,Very Low,0.1885,,,pc1
autismovaccini.org,0.1361,1,Very Low,0.1361,,,pc1
autismspeaks.org,0.4404,3,Mixed,0.3058,0.7000,5,pc1+llm+iffy
autismtruthnews.com,0.2439,2,Low,0.2439,,,pc1
autisticadvocacy.org,0.9010,5,High,0.9016,0.9000,,pc1+llm
autobala.com,0.5660,3,Mixed,0.5660,,,pc1
automaticearth.com,0.2857,2,Low,0.2857,,,pc1
automotostar.com,0.4919,3,Mixed,0.4919,,,pc1
autos.yahoo.com,0.6459,4,Moderately High,0.6459,,,pc1
autostraddle.com,0.7193,4,Moderately High,0.7289,0.7000,,pc1+llm
autzenzoo.com,0.5715,3,Mixed,0.5715,,,pc1
avclub.com,0.7776,4,Moderately High,0.8163,0.7000,,pc1+llm
avellinotoday.it,0.6685,4,Moderately High,0.6685,,,pc1
avenuenews.com,0.8037,5,High,0.8037,,,pc1
avert.org,0.7123,4,Moderately High,0.6685,0.8000,,pc1+llm
averyjournal.com,0.6093,4,Moderately High,0.6093,,,pc1
avoiceformen.com,0.2109,2,Low,0.1967,0.3000,2,pc1+llm+iffy
avvenire.it,0.6416,4,Moderately High,0.5624,0.8000,,pc1+llm
awakening.news,0.4600,3,Mixed,0.4600,,,pc1
awarenessact.com,0.1478,1,Very Low,0.0706,0.3000,2,pc1+llm+iffy
awaybackgone.com,0.7137,4,Moderately High,0.7137,,,pc1
awazetribune.com,0.3865,2,Low,0.3865,,,pc1
awdnews.com,0.1825,1,Very Low,0.2238,0.1000,,pc1+llm
awesomeideas.me,0.4284,3,Mixed,0.4284,,,pc1
awinninghabit.com,0.6763,4,Moderately High,0.6763,,,pc1
awm.com,0.2914,2,Low,0.2621,,4,pc1+iffy
axiomnewsnetwork.com,0.5479,3,Mixed,0.5479,,,pc1
axiompost.com,0.6965,4,Moderately High,0.6965,,,pc1
axios.com,0.8648,5,High,0.8971,0.8000,,pc1+llm
aynrand.org,0.6458,4,Moderately High,0.6187,0.7000,,pc1+llm
ayoye.com,0.6068,4,Moderately High,0.6068,,,pc1
ayoyeglobal.com,0.4593,3,Mixed,0.4593,,,pc1
ayoyemonde.com,0.7495,4,Moderately High,0.7495,,,pc1
az-online.de,0.6093,4,Moderately High,0.6093,,,pc1
az.sputniknews.ru,0.8414,5,High,0.8414,,,pc1
azbusinessdaily.com,0.5227,3,Mixed,0.5227,,,pc1
azcapitoltimes.com,0.8508,5,High,0.9262,0.7000,,pc1+llm
azcatholictribune.com,0.4554,3,Mixed,0.5082,,4,pc1+iffy
azcentral.com,0.8559,5,High,0.8839,0.8000,,pc1+llm
azdailysun.com,0.7481,4,Moderately High,0.7721,0.7000,,pc1+llm
azfamily.com,0.8013,5,High,0.8519,0.7000,,pc1+llm
azmirror.com,0.5572,3,Mixed,0.4858,0.7000,,pc1+llm
aznewsroundup.com,0.2904,2,Low,0.2904,,,pc1
babycenter.com,0.7139,4,Moderately High,0.6708,0.8000,,pc1+llm
babylonbee.com,0.2910,2,Low,0.3865,0.1000,,pc1+llm
backchannel.com,0.7984,4,Moderately High,0.7984,,,pc1
backroombuzz.com,0.2721,2,Low,0.2721,,,pc1
badcriminals.com,0.2164,2,Low,0.2164,,,pc1
badgerherald.com,0.5775,3,Mixed,0.5162,0.7000,,pc1+llm
badgerinstitute.org,0.5802,3,Mixed,0.5802,,,pc1
badgerofhonor.com,0.7042,4,Moderately High,0.7042,,,pc1
badische-zeitung.de,0.7305,4,Moderately High,0.6957,0.8000,,pc1+llm
bainbridgereview.com,0.6768,4,Moderately High,0.6768,,,pc1
bakersfield.com,0.6396,4,Moderately High,0.6093,0.7000,,pc1+llm
bakersfieldnow.com,0.6695,4,Moderately High,0.6542,0.7000,,pc1+llm
baldwinparktoday.com,0.6207,4,Moderately High,0.6207,,,pc1
